time,symbol,id,side,qty,filled,price,type,status,status_msg
2018-01-29T01:56:00,Symbol.XBTUSD,bitme_23,buy,33918,33918.0,11306.0,limit,filled,
2018-01-29T01:57:00,Symbol.XBTUSD,bitme_24,sell,-33918,0.0,11333.2,limit,canceled,liquidation
2018-01-29T02:03:00,Symbol.XBTUSD,bitme_25,sell,-33918,-33918.0,nan,market,filled,liquidation
2018-01-29T02:12:00,Symbol.XBTUSD,bitme_26,sell,-33798,-33798.0,11266.0,limit,filled,
2018-01-29T02:13:00,Symbol.XBTUSD,bitme_27,buy,33798,0.0,11254.8,limit,canceled,liquidation
2018-01-29T02:18:00,Symbol.XBTUSD,bitme_28,buy,33798,33798.0,nan,market,filled,liquidation
2018-01-29T02:26:00,Symbol.XBTUSD,bitme_29,buy,33694,33694.0,11231.5,limit,filled,
2018-01-29T02:27:00,Symbol.XBTUSD,bitme_30,sell,-33694,-33694.0,11329.4,limit,filled,
2018-01-29T02:39:00,Symbol.XBTUSD,bitme_31,sell,-34000,-34000.0,11333.5,limit,filled,
2018-01-29T02:40:00,Symbol.XBTUSD,bitme_32,buy,34000,34000.0,11292.7,limit,filled,
2018-01-29T02:47:00,Symbol.XBTUSD,bitme_33,buy,33825,33825.0,11275.0,limit,filled,
2018-01-29T02:48:00,Symbol.XBTUSD,bitme_34,sell,-33825,-33825.0,11306.3,limit,filled,
2018-01-29T02:53:00,Symbol.XBTUSD,bitme_35,sell,-33996,-33996.0,11332.0,limit,filled,
2018-01-29T02:54:00,Symbol.XBTUSD,bitme_36,buy,33996,33996.0,11291.6,limit,filled,
2018-01-29T03:08:00,Symbol.XBTUSD,bitme_37,buy,33846,33846.0,11282.0,limit,filled,
2018-01-29T03:09:00,Symbol.XBTUSD,bitme_38,sell,-33846,-33846.0,11322.3,limit,filled,
2018-01-29T03:58:00,Symbol.XBTUSD,bitme_39,sell,-33978,-33978.0,11326.0,limit,filled,
2018-01-29T03:59:00,Symbol.XBTUSD,bitme_40,buy,33978,0.0,11293.6,limit,canceled,liquidation
2018-01-29T04:44:00,Symbol.XBTUSD,bitme_41,buy,33978,33978.0,nan,market,filled,liquidation
2018-01-29T04:47:00,Symbol.XBTUSD,bitme_42,sell,-34306,-34306.0,11435.5,limit,filled,
2018-01-29T04:48:00,Symbol.XBTUSD,bitme_43,buy,34306,34306.0,11412.8,limit,filled,
2018-01-29T04:53:00,Symbol.XBTUSD,bitme_44,buy,34170,34170.0,11390.0,limit,filled,
2018-01-29T04:54:00,Symbol.XBTUSD,bitme_45,sell,-34170,0.0,11417.9,limit,canceled,liquidation
2018-01-29T06:11:00,Symbol.XBTUSD,bitme_46,sell,-34170,-34170.0,nan,market,filled,liquidation
2018-01-29T06:12:00,Symbol.XBTUSD,bitme_47,buy,33772,33772.0,11257.5,limit,filled,
2018-01-29T06:13:00,Symbol.XBTUSD,bitme_48,sell,-33772,0.0,11338.0,limit,canceled,liquidation
2018-01-29T06:17:00,Symbol.XBTUSD,bitme_49,sell,-33772,-33772.0,nan,market,filled,liquidation
2018-01-29T06:25:00,Symbol.XBTUSD,bitme_50,buy,33604,33604.0,11201.5,limit,filled,
2018-01-29T06:26:00,Symbol.XBTUSD,bitme_51,sell,-33604,-33604.0,11231.1,limit,filled,
2018-01-29T06:30:00,Symbol.XBTUSD,bitme_52,sell,-33780,-33780.0,11260.0,limit,filled,
2018-01-29T06:31:00,Symbol.XBTUSD,bitme_53,buy,33780,33780.0,11201.5,limit,filled,
2018-01-29T06:38:00,Symbol.XBTUSD,bitme_54,buy,33555,33555.0,11185.0,limit,filled,
2018-01-29T06:39:00,Symbol.XBTUSD,bitme_55,sell,-33555,0.0,11225.5,limit,canceled,liquidation
2018-01-29T07:42:00,Symbol.XBTUSD,bitme_56,sell,-33555,-33555.0,nan,market,filled,liquidation
2018-01-29T07:42:00,Symbol.XBTUSD,bitme_57,buy,33210,33210.0,11070.0,limit,filled,
2018-01-29T07:43:00,Symbol.XBTUSD,bitme_58,sell,-33210,-33210.0,11120.1,limit,filled,
2018-01-29T07:50:00,Symbol.XBTUSD,bitme_59,sell,-33387,-33387.0,11129.0,limit,filled,
2018-01-29T07:51:00,Symbol.XBTUSD,bitme_60,buy,33387,33387.0,11110.2,limit,filled,
2018-01-29T08:00:00,Symbol.XBTUSD,bitme_61,buy,33322,33322.0,11107.5,limit,filled,
2018-01-29T08:01:00,Symbol.XBTUSD,bitme_62,sell,-33322,-33322.0,11116.8,limit,filled,
2018-01-29T08:18:00,Symbol.XBTUSD,bitme_63,sell,-33367,-33367.0,11122.5,limit,filled,
2018-01-29T08:19:00,Symbol.XBTUSD,bitme_64,buy,33367,0.0,11095.5,limit,canceled,liquidation
2018-01-29T08:34:00,Symbol.XBTUSD,bitme_65,buy,33367,33367.0,nan,market,filled,liquidation
2018-01-29T08:37:00,Symbol.XBTUSD,bitme_66,sell,-33675,-33675.0,11225.0,limit,filled,
2018-01-29T08:38:00,Symbol.XBTUSD,bitme_67,buy,33675,33675.0,11213.0,limit,filled,
2018-01-29T08:40:00,Symbol.XBTUSD,bitme_68,buy,33624,33624.0,11208.0,limit,filled,
2018-01-29T08:41:00,Symbol.XBTUSD,bitme_69,sell,-33624,-33624.0,11240.8,limit,filled,
2018-01-29T10:23:00,Symbol.XBTUSD,bitme_70,sell,-33838,-33838.0,11279.5,limit,filled,
2018-01-29T10:24:00,Symbol.XBTUSD,bitme_71,buy,33838,33838.0,11216.4,limit,filled,
2018-01-29T10:36:00,Symbol.XBTUSD,bitme_72,buy,33636,33636.0,11212.0,limit,filled,
2018-01-29T10:37:00,Symbol.XBTUSD,bitme_73,sell,-33636,-33636.0,11226.7,limit,filled,
2018-01-29T10:38:00,Symbol.XBTUSD,bitme_74,sell,-33715,-33715.0,11238.5,limit,filled,
2018-01-29T10:39:00,Symbol.XBTUSD,bitme_75,buy,33715,33715.0,11217.5,limit,filled,
2018-01-29T10:44:00,Symbol.XBTUSD,bitme_76,buy,33618,33618.0,11206.0,limit,filled,
2018-01-29T10:45:00,Symbol.XBTUSD,bitme_77,sell,-33618,-33618.0,11213.9,limit,filled,
2018-01-29T10:59:00,Symbol.XBTUSD,bitme_78,sell,-33673,-33673.0,11224.5,limit,filled,
2018-01-29T11:00:00,Symbol.XBTUSD,bitme_79,buy,33673,33673.0,11196.0,limit,filled,
2018-01-29T11:05:00,Symbol.XBTUSD,bitme_80,buy,33549,33549.0,11183.0,limit,filled,
2018-01-29T11:06:00,Symbol.XBTUSD,bitme_81,sell,-33549,-16775.0,11194.8,limit,canceled,liquidation
2018-01-29T11:27:00,Symbol.XBTUSD,bitme_82,sell,-16774,-16774.0,nan,market,filled,liquidation
2018-01-29T11:27:00,Symbol.XBTUSD,bitme_83,buy,33246,33246.0,11082.0,limit,filled,
2018-01-29T11:28:00,Symbol.XBTUSD,bitme_84,sell,-33246,0.0,11143.7,limit,canceled,liquidation
2018-01-29T11:39:00,Symbol.XBTUSD,bitme_85,sell,-33246,-33246.0,nan,market,filled,liquidation
2018-01-29T11:39:00,Symbol.XBTUSD,bitme_86,buy,32910,32910.0,10970.0,limit,filled,
2018-01-29T11:40:00,Symbol.XBTUSD,bitme_87,sell,-32910,0.0,11060.2,limit,canceled,liquidation
2018-01-29T11:53:00,Symbol.XBTUSD,bitme_88,sell,-32910,-32910.0,nan,market,filled,liquidation
2018-01-29T11:57:00,Symbol.XBTUSD,bitme_89,sell,-32866,-32866.0,10955.5,limit,filled,
2018-01-29T11:58:00,Symbol.XBTUSD,bitme_90,buy,32866,0.0,10904.2,limit,canceled,liquidation
2018-01-29T12:16:00,Symbol.XBTUSD,bitme_91,buy,32866,32866.0,nan,market,filled,liquidation
2018-01-29T12:24:00,Symbol.XBTUSD,bitme_92,buy,33046,33046.0,11015.5,limit,filled,
2018-01-29T12:25:00,Symbol.XBTUSD,bitme_93,sell,-33046,-33046.0,11039.5,limit,filled,
2018-01-29T12:42:00,Symbol.XBTUSD,bitme_94,sell,-33121,-33121.0,11040.5,limit,filled,
2018-01-29T12:43:00,Symbol.XBTUSD,bitme_95,buy,33121,33121.0,11020.5,limit,filled,
2018-01-29T12:46:00,Symbol.XBTUSD,bitme_96,buy,33031,33031.0,11010.5,limit,filled,
2018-01-29T12:47:00,Symbol.XBTUSD,bitme_97,sell,-33031,-33031.0,11036.9,limit,filled,
2018-01-29T13:08:00,Symbol.XBTUSD,bitme_98,sell,-33153,-33153.0,11051.0,limit,filled,
2018-01-29T13:09:00,Symbol.XBTUSD,bitme_99,buy,33153,0.0,11012.3,limit,canceled,liquidation
2018-01-29T14:04:00,Symbol.XBTUSD,bitme_100,buy,33153,33153.0,nan,market,filled,liquidation
2018-01-29T14:04:00,Symbol.XBTUSD,bitme_101,sell,-33457,-33457.0,11152.5,limit,filled,
2018-01-29T14:05:00,Symbol.XBTUSD,bitme_102,buy,33457,33457.0,11125.4,limit,filled,
2018-01-29T15:23:00,Symbol.XBTUSD,bitme_103,buy,33352,33352.0,11117.5,limit,filled,
2018-01-29T15:24:00,Symbol.XBTUSD,bitme_104,sell,-33352,-33352.0,11162.0,limit,filled,
2018-01-29T15:47:00,Symbol.XBTUSD,bitme_105,sell,-33525,-33525.0,11175.0,limit,filled,
2018-01-29T15:48:00,Symbol.XBTUSD,bitme_106,buy,33525,33525.0,11102.3,limit,filled,
2018-01-29T18:20:00,Symbol.XBTUSD,bitme_107,buy,33240,33240.0,11080.0,limit,filled,
2018-01-29T18:21:00,Symbol.XBTUSD,bitme_108,sell,-33240,-33240.0,11170.3,limit,filled,
2018-01-29T18:40:00,Symbol.XBTUSD,bitme_109,sell,-33583,-33583.0,11194.5,limit,filled,
2018-01-29T18:41:00,Symbol.XBTUSD,bitme_110,buy,33583,33583.0,11160.9,limit,filled,
2018-01-29T19:11:00,Symbol.XBTUSD,bitme_111,buy,33456,33456.0,11152.0,limit,filled,
2018-01-29T19:12:00,Symbol.XBTUSD,bitme_112,sell,-33456,-33456.0,11170.9,limit,filled,
2018-01-29T19:13:00,Symbol.XBTUSD,bitme_113,sell,-33564,-33564.0,11188.0,limit,filled,
2018-01-29T19:14:00,Symbol.XBTUSD,bitme_114,buy,33564,33564.0,11153.4,limit,filled,
2018-01-29T19:37:00,Symbol.XBTUSD,bitme_115,buy,33429,33429.0,11143.0,limit,filled,
2018-01-29T19:38:00,Symbol.XBTUSD,bitme_116,sell,-33429,-33429.0,11161.6,limit,filled,
2018-01-29T20:42:00,Symbol.XBTUSD,bitme_117,sell,-33496,-33496.0,11165.5,limit,filled,
2018-01-29T20:43:00,Symbol.XBTUSD,bitme_118,buy,33496,33496.0,11151.3,limit,filled,
2018-01-29T20:44:00,Symbol.XBTUSD,bitme_119,buy,33414,33414.0,11138.0,limit,filled,
2018-01-29T20:45:00,Symbol.XBTUSD,bitme_120,sell,-33414,-33414.0,11165.0,limit,filled,
2018-01-29T21:04:00,Symbol.XBTUSD,bitme_121,sell,-33510,-33510.0,11170.0,limit,filled,
2018-01-29T21:05:00,Symbol.XBTUSD,bitme_122,buy,33510,33510.0,11130.6,limit,filled,
2018-01-29T22:36:00,Symbol.XBTUSD,bitme_123,buy,33360,33360.0,11120.0,limit,filled,
2018-01-29T22:37:00,Symbol.XBTUSD,bitme_124,sell,-33360,0.0,11164.3,limit,canceled,liquidation
2018-01-29T22:45:00,Symbol.XBTUSD,bitme_125,sell,-33360,-33360.0,nan,market,filled,liquidation
2018-01-29T22:45:00,Symbol.XBTUSD,bitme_126,buy,32958,32958.0,10986.0,limit,filled,
2018-01-29T22:46:00,Symbol.XBTUSD,bitme_127,sell,-32958,-32958.0,11055.5,limit,filled,
2018-01-29T23:03:00,Symbol.XBTUSD,bitme_128,sell,-33184,-33184.0,11061.5,limit,filled,
2018-01-29T23:04:00,Symbol.XBTUSD,bitme_129,buy,33184,0.0,11028.4,limit,canceled,liquidation
2018-01-29T23:39:00,Symbol.XBTUSD,bitme_130,buy,33184,33184.0,nan,market,filled,liquidation
2018-01-29T23:41:00,Symbol.XBTUSD,bitme_131,sell,-33726,-33726.0,11242.0,limit,filled,
2018-01-29T23:42:00,Symbol.XBTUSD,bitme_132,buy,33726,33726.0,11140.9,limit,filled,
2018-01-29T23:51:00,Symbol.XBTUSD,bitme_133,buy,33421,33421.0,11140.5,limit,filled,
2018-01-29T23:52:00,Symbol.XBTUSD,bitme_134,sell,-33421,-33421.0,11155.1,limit,filled,
2018-01-29T23:59:00,Symbol.XBTUSD,bitme_135,buy,33400,33400.0,11133.5,limit,filled,
2018-01-30T00:00:00,Symbol.XBTUSD,bitme_136,sell,-33400,0.0,11155.8,limit,canceled,end of sim
2018-01-30T00:00:00,Symbol.XBTUSD,bitme_137,sell,-33400,-33400.0,nan,market,filled,end of sim
